device,date,sleep_time,active_volume,avg_packet_size,mean_rate,peak_to_mean_rate,active_time,num_servers,num_protocols,unique_dns_reqs,dns_interval,ntp_interval
50-c7-bf-00-56-39,16-09-26,74.1083,372.63,113.94,3.78,584.419,3.83505,24,5,2,27828260.366893,3606.276910
50-c7-bf-00-56-39,16-09-27,75.6235,356.286,110.78,3.54,637.715,3.83217,25,5,2,32777415.875580,3455.088789
50-c7-bf-00-56-39,16-09-28,73.183,384.635,114.87,3.86,585.95,3.92361,23,5,2,28922946.117173,3605.433738
50-c7-bf-00-56-39,16-09-29,73.7482,374.843,110.28,3.59,630.451,4.08627,28,5,2,31386314.198031,3454.684278
50-c7-bf-00-56-39,16-09-30,75.5273,363.416,111.03,3.58,632.168,3.8809,28,5,2,31388155.600241,3455.550347
50-c7-bf-00-56-39,16-10-01,73.9572,367.948,112.31,3.67,615.241,3.90139,25,5,2,28371727.897057,3605.418445
50-c7-bf-00-56-39,16-10-02,75.2301,354.562,108.34,3.51,643.686,3.86919,22,5,2,30737767.083224,3607.111957
50-c7-bf-00-56-39,16-10-03,73.1989,380.84,113.00,3.74,604.501,4.00709,28,5,2,30112231.628383,3455.252972
50-c7-bf-00-56-39,16-10-04,76.8455,354.581,110.87,3.57,633.044,3.72842,27,5,2,32790797.052847,3454.782489
50-c7-bf-00-56-39,16-10-05,71.6419,413.352,115.05,4.08,553.721,4.0669,31,15,2,33537927.570838,3173.700153
50-c7-bf-00-56-39,16-10-06,75.2747,365.744,111.57,3.67,615.314,3.81315,28,5,2,31399049.553161,3454.712461
70-5a-0f-e4-9b-c0,16-09-23,15.5779,1379.19,261.82,43.20,2275.08,5.15205,16,17,4,122884580.658561,N/A
70-5a-0f-e4-9b-c0,16-09-24,17.33,264.855,69.37,7.13,395.325,5.4845,15,12,2,30095946.442417,N/A
70-5a-0f-e4-9b-c0,16-09-25,17.5786,260.949,66.90,6.85,227.719,5.55099,13,9,2,737393884.737997,N/A
70-5a-0f-e4-9b-c0,16-09-26,15.8459,228.447,67.06,6.89,226.461,5.28171,13,10,2,737437081.645584,N/A
70-5a-0f-e4-9b-c0,16-09-27,14.8727,203.452,66.76,6.88,360.831,4.96573,13,9,2,737480278.931820,N/A
70-5a-0f-e4-9b-c0,16-09-28,14.5833,233.207,73.28,7.82,527.78,5.09129,20,12,6,21691866.946465,N/A
70-5a-0f-e4-9b-c0,16-09-29,14.4668,258.105,78.43,8.56,1402.19,5.17982,16,10,6,42146667.231453,N/A
70-5a-0f-e4-9b-c0,16-09-30,14.7017,218.326,67.68,7.23,363.314,5.11573,13,10,2,737609873.548480,N/A
70-5a-0f-e4-9b-c0,16-10-01,14.5964,218.748,67.72,7.28,370.728,5.1233,13,9,2,737653071.079226,N/A
70-5a-0f-e4-9b-c0,16-10-02,14.433,236.63,68.80,7.68,329.462,5.30168,13,9,2,491797514.312050,N/A
70-5a-0f-e4-9b-c0,16-10-03,14.6631,220.199,67.66,7.25,333.401,5.15658,13,9,2,737739468.360026,N/A
70-5a-0f-e4-9b-c0,16-10-04,14.7668,230.08,70.84,7.57,312.891,5.132,15,12,4,34315472.981500,N/A
70-5a-0f-e4-9b-c0,16-10-05,11.5983,13664.3,704.64,485.51,1692.55,5.78096,30,37,8,8529865.482587,N/A
70-5a-0f-e4-9b-c0,16-10-06,13.3475,252.014,73.33,8.60,1489.7,5.38043,16,11,6,92234297.245262,N/A
70-5a-0f-e4-9b-c0,16-10-08,13.4315,219.264,65.29,7.49,341.443,5.34102,13,9,2,737960772.064170,N/A
70-5a-0f-e4-9b-c0,16-10-09,13.2712,219.319,65.36,7.53,325.589,5.36682,13,9,2,738003969.308989,N/A
70-5a-0f-e4-9b-c0,16-10-10,13.3915,220.514,65.28,7.49,349.398,5.38915,13,9,2,738047166.094256,N/A
70-5a-0f-e4-9b-c0,16-10-11,13.2421,439.013,101.69,14.60,1986.61,5.55381,16,15,4,82010040.315758,N/A
70-5a-0f-e4-9b-c0,16-10-12,13.276,442.34,111.84,14.94,3836.02,5.45771,15,13,3,369060159.081822,N/A
70-ee-50-03-b8-ac,16-09-23,19.2741,1521.54,149.89,23.73,33.7876,8.64307,18,5,2,9216491.546247,N/A
70-ee-50-03-b8-ac,16-09-24,19.8767,1530.88,149.49,23.49,37.637,8.55034,18,5,2,8147654.502100,N/A
70-ee-50-03-b8-ac,16-09-25,20.467,1559.04,149.23,22.96,34.922,8.68009,18,5,2,9047921.973587,N/A
70-ee-50-03-b8-ac,16-09-26,20.6927,1502.4,149.01,23.00,34.849,8.27452,18,5,2,8574988.949222,N/A
70-ee-50-03-b8-ac,16-09-27,19.8465,1522.43,149.33,23.83,33.9241,8.39286,18,5,2,9161395.586343,N/A
70-ee-50-03-b8-ac,16-09-28,18.9764,1516.69,150.26,24.15,32.8037,8.5774,18,5,2,8526421.259104,N/A
70-ee-50-03-b8-ac,16-09-29,18.9285,1587.71,139.32,22.77,37.4938,9.53641,18,5,2,4351494.626480,N/A
70-ee-50-03-b8-ac,16-09-30,19.2626,1584.26,135.45,22.12,40.5128,9.65915,18,5,2,4364625.869857,N/A
70-ee-50-03-b8-ac,16-10-01,17.3033,1515.91,138.51,23.81,35.8475,9.40074,18,5,2,4901428.249265,N/A
70-ee-50-03-b8-ac,16-10-02,17.7985,1520.48,138.24,23.52,38.1035,9.32185,18,5,2,5195116.476257,N/A
70-ee-50-03-b8-ac,16-10-03,19.2659,1624.72,136.76,22.31,38.2671,9.82027,18,5,2,4484800.133800,N/A
70-ee-50-03-b8-ac,16-10-04,19.2897,1683.58,137.22,21.80,35.4879,10.3962,18,5,2,4714331.738266,N/A
70-ee-50-03-b8-ac,16-10-05,18.7809,1648.76,137.80,22.70,38.426,10.0085,18,5,2,4418180.293217,N/A
70-ee-50-03-b8-ac,16-10-06,18.2162,1657.94,138.74,23.11,37.8458,10.1486,18,5,2,4568911.096891,N/A
70-ee-50-03-b8-ac,16-10-08,17.9355,1580.58,137.09,23.31,42.0864,9.72143,18,5,2,4315588.548261,N/A
70-ee-50-03-b8-ac,16-10-09,18.1895,1582.33,137.95,23.15,33.4261,9.68626,18,5,2,4612554.260306,N/A
70-ee-50-03-b8-ac,16-10-10,19.1821,1660.57,136.76,22.47,37.9848,9.99742,18,5,2,4193477.936007,N/A
70-ee-50-03-b8-ac,16-10-11,16.7422,1505.27,138.48,23.85,41.1248,9.5938,18,5,2,5004035.501880,N/A
70-ee-50-03-b8-ac,16-10-12,15.3485,1494.1,137.30,25.84,33.7538,9.45154,18,5,2,7570471.321701,N/A
70-ee-50-18-34-43,16-09-23,5.21051,2073.25,335.32,150.41,371.222,5.03494,29,16,2,26332830.042948,554.316941
70-ee-50-18-34-43,16-09-24,5.33407,278.438,75.32,20.21,2035.23,4.95806,25,13,2,12823696.238791,960.045875
70-ee-50-18-34-43,16-09-25,5.36017,214.767,58.66,15.37,226.789,5.01359,32,16,2,27311316.795744,973.823320
70-ee-50-18-34-43,16-09-26,5.79298,1896.24,325.96,141.80,320.837,4.5613,29,14,2,22013352.559439,941.387902
70-ee-50-18-34-43,16-09-27,5.37801,1044.79,219.98,76.54,562.244,4.8875,31,15,2,20205221.950606,931.406153
70-ee-50-18-34-43,16-09-28,5.58617,6761.51,558.71,498.55,169.781,4.73783,29,15,2,24584469.033657,888.799141
70-ee-50-18-34-43,16-09-29,5.15337,4231.42,483.00,306.06,198.192,5.08675,30,15,2,20207586.668645,865.268843
70-ee-50-18-34-43,16-09-30,5.60953,1553.84,293.67,115.68,487.01,4.67937,18,10,2,28370070.054984,756.690561
70-ee-50-18-34-43,16-10-01,5.47415,2895.19,389.32,211.16,238.049,4.85352,19,10,2,39873780.182622,915.995448
70-ee-50-18-34-43,16-10-02,5.80881,337.556,90.35,25.02,1639.57,4.59485,32,15,2,24187042.651186,865.659368
70-ee-50-18-34-43,16-10-03,5.6124,830.004,186.34,61.61,664.641,4.69203,18,10,2,34313906.552369,892.039146
70-ee-50-18-34-43,16-10-04,5.2576,2914.49,396.11,208.42,290.457,5.07931,31,17,2,19415562.660228,943.245083
70-ee-50-18-34-43,16-10-05,5.18337,4373.95,464.80,317.07,299.628,5.05684,29,14,2,20214673.237553,904.735895
70-ee-50-18-34-43,16-10-06,5.32421,521.041,127.69,37.45,3578.07,5.01433,18,10,2,35137063.037273,945.082703
70-ee-50-18-34-43,16-10-08,5.37226,215.267,59.36,15.57,364.252,4.95485,29,15,2,20218216.463847,939.780664
70-ee-50-18-34-43,16-10-09,5.6741,206.394,59.08,15.31,312.033,4.66199,29,14,2,20219392.624890,933.456726
70-ee-50-18-34-43,16-10-10,5.58817,207.207,58.79,15.23,337.186,4.75228,30,15,2,25896565.298071,927.706510
70-ee-50-18-34-43,16-10-11,5.6121,215.511,59.77,16.06,322.038,4.6748,32,15,2,19171306.775703,914.577597
70-ee-50-18-34-43,16-10-12,5.38721,229.509,62.57,16.91,277.694,4.85332,30,14,2,17574279.218758,905.046235
74-2f-68-81-69-42,16-09-23,0.481572,609477,817.74,18294.28,156.718,28.5918,291,239,8,810224.771148,N/A
74-2f-68-81-69-42,16-10-05,0.119009,1.19795e+06,606.65,10171.41,244.931,113.202,1020,812,12,123373.216149,2359.079230
74-2f-68-81-69-42,16-10-11,0.32549,1.29059e+06,709.33,31316.19,153.592,37.1664,1065,2312,9,265880.418764,N/A
74-2f-68-81-69-42,16-10-12,0,N/A,940.21,577261.29,8.67981,N/A,664,502,9,774117.445368,N/A
74-6a-89-00-2e-25,16-09-23,0,N/A,108.66,724.53,1.21525,N/A,5,5,2,1474614605.063787,N/A
74-6a-89-00-2e-25,16-09-28,663.375,6395,109.84,2.39,499.407,12,5,5,2,491676464.588391,N/A
74-6a-89-00-2e-25,16-10-04,0,N/A,109.84,727.20,1.20404,N/A,5,5,2,1475562005.121012,N/A
74-c6-3b-29-d7-1d,16-09-28,21.4866,299.115,83.04,8.72,285.395,4.20221,13,10,4,30103349.499722,N/A
74-c6-3b-29-d7-1d,16-09-29,23.114,260.061,76.65,7.46,372.102,4.00727,6,5,2,122929728.539599,N/A
74-c6-3b-29-d7-1d,16-09-30,21.9339,304.749,74.48,7.25,74.1531,5.05748,6,5,2,147524311.661824,N/A
74-c6-3b-29-d7-1d,16-10-01,23.0567,258.274,74.29,7.29,72.9571,4.08005,6,5,2,163925498.659363,N/A
74-c6-3b-29-d7-1d,16-10-02,22.6934,309.592,76.35,7.63,288.625,4.73553,8,5,2,122950266.251060,N/A
74-c6-3b-29-d7-1d,16-10-03,22.0968,277.293,74.50,7.34,70.753,4.51839,6,5,2,184436197.726497,N/A
74-c6-3b-29-d7-1d,16-10-04,22.8858,266.722,73.99,7.20,87.7254,4.29031,6,5,2,147557595.242009,N/A
74-c6-3b-29-d7-1d,16-10-05,21.9934,594.306,113.11,16.42,217.968,4.34687,20,10,4,10693092.143565,N/A
8a-05-81-fa-cc-14,16-09-28,6.75,504,76.50,25.16,7.13725,3,3,3,N/A,N/A,N/A
ac-bc-32-d4-6f-2f,16-09-28,1.47107,2.98766e+06,705.53,26222.86,112.641,76.4364,502,65534,8,299745.753869,354.547298
ac-bc-32-d4-6f-2f,16-09-29,0.742342,60525.2,227.70,913.33,200.079,53.0426,102,22,8,1803334.725323,304.045452
ac-bc-32-d4-6f-2f,16-10-04,1.19726,4.02602e+06,1239.04,214680.02,32.6648,13.3959,160,23,8,737044.090186,620.181219
ac-bc-32-d4-6f-2f,16-10-05,25.1732,53743.3,383.84,408.53,539.299,13.9826,117,22,9,2232438.448291,1964.806791
ac-bc-32-d4-6f-2f,16-10-06,1.03984,209970,648.98,9215.25,115.411,16.9045,150,22,9,979904.821001,91.046922
b4-ce-f6-a7-a3-c2,16-09-23,12.8988,53306.6,506.45,874.50,905.641,11.4734,91,20,3,5342786.347951,10.481604
b4-ce-f6-a7-a3-c2,16-10-04,0.571429,44037.3,271.45,1783.32,5.048,20,21,11,3,105397439.629353,N/A
b4-ce-f6-a7-a3-c2,16-10-05,20.8099,13568.1,348.78,218.01,1190.03,7.81627,173,19,5,4327439.936958,2009.068827
b4-ce-f6-a7-a3-c2,16-10-11,2.58079,245525,684.51,7893.52,48.102,16.4634,73,18,4,11268253.259211,7.565326
b4-ce-f6-a7-a3-c2,16-10-12,6.34091,10152.4,279.31,406.53,177.077,7.99565,88,19,4,6834453.464293,908.597389
d0-52-a8-00-67-5e,16-09-23,4.13386,185.616,56.93,19.52,24.8286,3.99956,76,5,2,9765822.367319,575.615550
d0-52-a8-00-67-5e,16-09-24,4.17747,177.613,55.28,18.73,75.9846,3.96323,62,6,2,3641296.479845,596.486544
d0-52-a8-00-67-5e,16-09-25,4.23396,170.832,55.09,18.09,21.9993,3.91647,71,5,2,9832076.134669,575.480029
d0-52-a8-00-67-5e,16-09-26,4.22152,174.177,55.57,18.45,25.1849,3.92164,67,5,2,9394253.520094,553.438222
d0-52-a8-00-67-5e,16-09-27,4.1801,173.655,55.34,18.42,23.0902,3.93899,77,6,2,9899226.411075,579.280901
d0-52-a8-00-67-5e,16-09-28,4.15503,184.59,56.93,19.42,61.5117,3.98613,79,7,3,9049515.913276,571.729019
d0-52-a8-00-67-5e,16-09-29,4.18369,183.169,56.95,19.38,26.3807,3.9465,74,5,2,10035084.507921,591.237954
d0-52-a8-00-67-5e,16-09-30,4.17643,180.295,56.45,19.19,22.168,3.9281,74,5,2,9769826.304969,571.667368
d0-52-a8-00-67-5e,16-10-01,4.21946,169.804,54.75,18.00,23.9202,3.9191,61,5,2,10036259.147779,587.146530
d0-52-a8-00-67-5e,16-10-02,4.21679,167.414,54.07,17.80,27.6365,3.90924,65,5,2,10463920.700170,590.826405
d0-52-a8-00-67-5e,16-10-03,4.23154,168.108,54.03,17.78,37.0896,3.92313,63,5,2,9902678.821690,587.167130
d0-52-a8-00-67-5e,16-10-04,4.28019,178.459,56.17,18.69,30.1349,3.93392,60,6,2,10318779.444652,603.640189
d0-52-a8-00-67-5e,16-10-05,3.96044,210.221,59.96,21.95,23.4731,4.12658,74,5,2,9970759.307692,591.217152
d0-52-a8-00-67-5e,16-10-06,4.17295,181.666,56.49,19.16,20.9117,3.96543,65,5,2,9904420.879409,579.285139
d0-52-a8-00-67-5e,16-10-08,4.20936,167.581,53.84,17.76,23.4168,3.92542,70,5,2,10040349.465398,587.254660
d0-52-a8-00-67-5e,16-10-09,4.24017,168.833,54.14,17.77,23.6322,3.93622,75,5,2,10109710.298254,591.260661
d0-52-a8-00-67-5e,16-10-10,4.20816,172.169,55.31,18.26,70.7323,3.92393,57,5,2,10041524.050108,595.362406
d0-52-a8-00-67-5e,16-10-11,4.04591,201.832,59.03,21.16,51.8035,4.06173,81,7,2,9974259.246891,595.371925
d0-52-a8-00-67-5e,16-10-12,4.09541,181.618,56.27,19.27,22.0765,3.98563,47,7,3,15873569.157046,592.601468
d0-73-d5-01-83-08,16-09-28,20.141,414.995,81.52,13.14,200.441,4.09839,110,8,3,4214489.052229,286.499887
d0-73-d5-01-83-08,16-09-29,18.9282,548.956,79.64,11.66,71.6618,6.43815,152,5,3,2312159.196561,274.216987
d0-73-d5-01-83-08,16-09-30,19.1803,462.006,81.06,11.68,111.74,5.35783,162,8,3,2375594.021291,280.211134
d0-73-d5-01-83-08,16-10-01,16.4648,387.284,80.78,11.19,31.0348,5.33267,142,5,3,2387265.835518,279.542633
d0-73-d5-01-83-08,16-10-02,16.0724,455.635,81.11,11.83,82.1287,6.05726,142,5,3,2467245.962412,279.658245
d0-73-d5-01-83-08,16-10-03,16.1667,350.166,79.02,10.96,40.8361,4.99889,152,5,3,2379837.878476,278.637985
d0-73-d5-01-83-08,16-10-04,16.2268,362.106,79.47,11.22,87.0409,5.03287,152,6,3,2430948.737698,289.896063
d0-73-d5-01-83-08,16-10-05,16.9535,375.499,81.35,11.90,90.9867,4.74232,145,8,3,2395571.741245,284.797460
d0-73-d5-01-83-08,16-10-06,16.4713,402.769,81.02,11.33,87.5912,5.47858,147,5,3,2411370.247943,284.155555
d0-73-d5-01-83-08,16-10-08,19.7586,529.608,81.00,11.04,43.557,6.32,143,5,3,2427518.644819,285.096499
d0-73-d5-01-83-08,16-10-09,18.6545,426.413,79.60,10.99,90.257,5.37303,151,5,3,2460029.558689,289.896176
d0-73-d5-01-83-08,16-10-10,16.051,358.858,78.13,10.91,41.0368,5.17943,152,5,3,2419842.843265,283.220977
d0-73-d5-01-83-08,16-10-11,16.4733,355.644,80.29,11.17,88.8291,4.90668,129,5,3,2412076.035192,283.220875
d0-73-d5-01-83-08,16-10-12,17.7599,323.932,80.72,11.33,37.2025,4.13214,118,5,3,4100671.758396,284.913342
d0-a6-37-df-a1-e1,16-09-23,24.4068,4443.8,194.44,82.61,102.889,5.8,29,18,2,17766271.190665,0.003997
d0-a6-37-df-a1-e1,16-09-26,31.6923,2889.06,184.26,57.67,140.416,4.27778,30,19,2,16207159.362604,0.080570
d0-a6-37-df-a1-e1,16-10-04,24.5882,10341.6,318.92,140.30,169.746,7.42105,24,15,2,105396119.164867,N/A
d2-13-91-23-2a-58,16-09-28,6.75,504,74.15,26.26,6.79654,3,3,3,N/A,N/A,N/A
e0-76-d0-33-bb-85,16-09-23,45.6291,1008.92,171.43,15.05,167.701,4.13287,7,8,2,2011785.572786,N/A
e0-76-d0-33-bb-85,16-09-24,47.9274,886.363,166.89,12.87,196.03,4.05347,8,9,2,2405750.764442,N/A
e0-76-d0-33-bb-85,16-09-25,43.0951,820.738,165.24,12.84,206.949,4.15864,7,8,2,2394174.700240,N/A
e0-76-d0-33-bb-85,16-09-26,48.9164,893.934,167.74,12.93,194.433,3.99199,7,8,2,2398208.144858,N/A
e0-76-d0-33-bb-85,16-09-27,47.0586,904.062,167.14,13.18,190.223,4.1089,7,8,2,2375176.175459,N/A
e0-76-d0-33-bb-85,16-09-28,40.3471,2185.14,292.29,35.04,2832.07,4.31358,9,11,3,1551073.411632,N/A
e0-76-d0-33-bb-85,16-09-29,45.8533,1538.52,166.38,14.81,177.614,6.3759,7,9,2,2252147.589445,N/A
e0-76-d0-33-bb-85,16-09-30,108.872,990.74,158.93,5.62,351.904,4.72393,7,9,2,8429960.402609,N/A
e0-76-d0-33-bb-85,16-10-01,109.014,955.76,157.19,5.47,327.191,4.67413,7,9,2,9337528.288208,N/A
e0-76-d0-33-bb-85,16-10-02,112.029,964.657,156.40,5.29,404.723,4.75221,7,8,2,9397534.906290,N/A
e0-76-d0-33-bb-85,16-10-03,112.885,927.317,154.17,5.33,494.923,4.5,7,9,2,9221871.074999,N/A
e0-76-d0-33-bb-85,16-10-04,104.575,948.089,152.48,5.60,409.007,4.71598,9,8,3,8289807.696753,N/A
e0-76-d0-33-bb-85,16-10-05,118.619,941.79,148.53,5.17,425.586,4.47945,7,9,2,18445326.175765,N/A
e8-ab-fa-19-de-4f,16-09-28,7.94872,3211.44,120.15,45.37,49.2696,19.1667,19,102,2,163891962.962041,60.007718
ec-1a-59-79-f4-89,16-09-23,11.9393,5534.17,234.43,186.55,240.24,5.95467,11,11,2,15687638.189130,N/A
ec-1a-59-79-f4-89,16-09-24,11.6389,5433.17,236.22,180.30,246.717,6.17382,11,12,2,10312763.248045,N/A
ec-1a-59-79-f4-89,16-09-25,11.6882,5577.83,241.20,184.01,235.451,6.18855,11,11,2,15689471.676403,N/A
ec-1a-59-79-f4-89,16-09-26,12.2857,4235.23,226.92,138.06,327.766,6.01812,14,14,2,13784086.837962,39.731745
ec-1a-59-79-f4-89,16-09-27,13.6884,483.119,87.38,14.00,297.833,6.20504,7,6,2,15364417.773799,N/A
ec-1a-59-79-f4-89,16-09-28,12.8023,2564.73,198.02,78.88,424.544,6.17049,14,13,2,15365321.069278,19.369178
ec-1a-59-79-f4-89,16-09-29,11.6788,5026.78,236.07,172.02,194.94,5.96955,11,12,2,15693146.338653,N/A
ec-1a-59-79-f4-89,16-09-30,11.7233,4984.26,231.48,170.05,242.355,5.97149,10,9,2,14049929.317618,N/A
ec-1a-59-79-f4-89,16-10-01,11.7118,5056.93,235.71,170.43,196.747,6.05779,11,11,2,15368014.695676,N/A
ec-1a-59-79-f4-89,16-10-02,11.6179,5090.1,231.76,176.17,198.508,5.93807,15,13,2,15864655.621979,6401.608363
ec-1a-59-79-f4-89,16-10-03,11.5491,4919.99,235.68,170.31,193.123,5.96382,11,11,2,14465665.892138,N/A
ec-1a-59-79-f4-89,16-10-04,11.9776,4923.63,234.38,163.26,197.418,6.0398,10,12,2,14466517.177491,N/A
ec-1a-59-79-f4-89,16-10-05,10.7045,4681.73,235.65,168.36,201.149,6.08406,12,14,2,15213109.225619,N/A
ec-1a-59-79-f4-89,16-10-06,10.1465,4015.78,226.20,155.16,172.18,5.91084,15,13,2,14906647.106849,19.349691
ec-1a-59-79-f4-89,16-10-08,10.0943,3936.87,226.03,153.80,204.561,5.86396,10,11,2,15701381.452355,N/A
ec-1a-59-79-f4-89,16-10-09,10.1487,4011.76,225.26,153.14,212.79,5.97635,10,11,2,14760167.178660,N/A
ec-1a-59-79-f4-89,16-10-10,10.2646,4072.9,225.70,154.10,212.415,5.97521,10,9,2,15376078.678708,N/A
ec-1a-59-79-f4-89,16-10-11,9.88501,4063.49,226.49,157.66,253.433,6,16,16,2,14911010.359719,19.365770
ec-1a-59-79-f4-89,16-10-12,10.0897,4141.58,221.34,157.01,213.518,6.04182,11,11,2,25452430.960055,N/A
ec-1a-59-83-28-11,16-09-23,11.153,7266.22,235.77,245.57,182.922,6.26927,12,13,2,15360818.179310,N/A
ec-1a-59-83-28-11,16-09-24,11.588,6520.36,229.13,216.25,206.666,6.19902,11,13,2,9766383.396527,N/A
ec-1a-59-83-28-11,16-09-25,11.4092,6633.19,232.47,221.74,190.904,6.22557,11,12,2,15362614.295541,N/A
ec-1a-59-83-28-11,16-09-26,11.4466,5128.17,219.62,174.50,259.312,6.10003,11,11,2,15363521.477033,N/A
ec-1a-59-83-28-11,16-09-27,11.5619,1481.45,146.55,51.73,93.679,5.89851,10,9,2,15691311.395208,N/A
ec-1a-59-83-28-11,16-09-28,10.678,5241.42,251.14,186.23,120.46,6.1721,18,18,2,15206915.214339,19.335975
ec-1a-59-83-28-11,16-09-29,11.0823,6575.72,238.31,228.19,173.647,6.13614,12,13,2,15052610.288477,N/A
ec-1a-59-83-28-11,16-09-30,11.0039,6593.68,237.13,230.25,176.047,6.13229,11,10,2,15208688.548007,N/A
ec-1a-59-83-28-11,16-10-01,11.3453,5954.84,227.27,206.48,156.749,6.04013,12,12,2,15368015.200590,N/A
ec-1a-59-83-28-11,16-10-02,11.3216,6221.71,224.06,211.58,215.891,6.15773,13,11,2,16037092.534815,0.018019
ec-1a-59-83-28-11,16-10-03,11.2114,6026.23,227.22,206.69,154.026,6.15289,11,10,2,15369784.804413,N/A
ec-1a-59-83-28-11,16-10-04,11.3929,5985.79,229.22,203.40,155.313,6.13292,11,13,2,15866497.564967,N/A
ec-1a-59-83-28-11,16-10-05,10.2021,7520.91,250.49,258.32,122.544,6.61497,13,15,2,15371574.141279,N/A
ec-1a-59-83-28-11,16-10-06,10.1561,4829.23,220.84,185.19,206.038,5.94565,11,10,2,15372478.720334,N/A
ec-1a-59-83-28-11,16-10-08,10.0208,4786.94,221.07,183.41,171.993,6.01179,11,12,2,15374284.569214,N/A
ec-1a-59-83-28-11,16-10-09,10.0002,4681.21,220.50,182.76,177.913,5.90836,11,12,2,15061390.559228,N/A
ec-1a-59-83-28-11,16-10-10,10.1178,4823.96,220.85,184.11,179.656,5.98999,11,10,2,15376074.256076,N/A
ec-1a-59-83-28-11,16-10-11,10.1493,6297.97,242.59,238.84,173.962,6.0119,12,15,2,14761890.831340,N/A
ec-1a-59-83-28-11,16-10-12,10.5099,6444.7,241.56,247.42,132.078,5.78287,12,13,2,22711414.576518,N/A
f4-5c-89-93-cc-85,16-10-04,1.64265,93159.2,322.03,3704.56,67.711,16.125,92,19,5,5902243.323143,231.783335
f4-f2-6d-93-51-f1,16-09-23,19.8895,259.758,72.21,9.14,194.369,3.72458,32,13,3,15687645.858327,N/A
f4-f2-6d-93-51-f1,16-09-24,19.4695,272.687,72.51,9.76,475.28,3.72792,23,15,3,9159783.961331,N/A
f4-f2-6d-93-51-f1,16-09-25,17.4399,250.303,70.78,8.80,86.209,4.17215,17,10,2,17557274.300074,N/A
f4-f2-6d-93-51-f1,16-09-26,19.9257,262.426,72.08,9.21,453.133,3.72772,18,16,3,14897961.886578,N/A
f4-f2-6d-93-51-f1,16-09-27,19.9373,249.878,70.84,8.82,95.0752,3.70472,14,12,2,17559341.063277,N/A
f4-f2-6d-93-51-f1,16-09-28,18.6586,12776.3,491.42,448.87,381.899,3.94164,20,19,3,12292250.969699,N/A
f4-f2-6d-93-51-f1,16-09-29,19.6408,284.217,69.82,10.09,83.104,3.73092,17,19,2,16955829.252724,N/A
f4-f2-6d-93-51-f1,16-09-30,18.1513,20299.9,522.81,715.59,167.189,4.02167,17,37,2,17153988.045003,N/A
f4-f2-6d-93-51-f1,16-10-01,19.2457,283.552,69.57,10.09,75.2172,3.78881,17,19,2,16765113.640666,N/A
f4-f2-6d-93-51-f1,16-10-02,19.8215,264.288,71.85,9.31,520.23,3.73223,22,19,3,15368886.474794,N/A
f4-f2-6d-93-51-f1,16-10-03,20.0107,252.718,71.19,8.89,102.414,3.70507,18,12,2,16767040.158181,N/A
f4-f2-6d-93-51-f1,16-10-04,19.9832,385.21,98.75,13.42,9050.17,3.749,24,16,2,16768022.351920,N/A
f4-f2-6d-93-51-f1,16-10-05,23.0039,414.652,97.43,12.43,278.472,3.84825,23,17,4,22358386.767436,N/A
